OEM_KODU,MARKA,KATEGORI,PARCA_ADI,UYUMLU_MODELLER,MUADIL_REFERANSLAR,DEGISIM_ARALIGI,TEKNIK_OZELLIKLER
3903640,"Cummins Marine","Ateşleme & Elektrik","Cummins 6BT / 6BTA 12V 3.0kW Denso Tip Marş Motoru","Cummins 4BT, 6BT, 6BTA 5.9","Denso 228000-0631, Sierra 18-5925","Arıza Halinde","Ağır Hizmet 12V Marin Marş Motoru"
3908615,"Cummins Marine","Termostat & Soğutma","Cummins 6BTA 5.9 / 6CTA 8.3 82°C Marin Termostat","Cummins 6BTA5.9-M, 6CTA8.3-M, QSB5.9","Calorstat TH6882, Fleetguard 3908615, Gates 33982","500 Saat / 3 Sezonda 1","82°C Paslanmaz Çelik Termostat, O-Ring Dahil"
3911076,"Cummins Marine","Sensör & Elektronik","Cummins Marine Sensör & Elektronik Elemanı & Orijinal Servis Kiti (3911076)","6BTA / QSB / QSC / QSL Marin Common Rail Parçaları","Fleetguard 11076, Mann 11076, Donaldson 11076","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 3911076)"
3911077,"Cummins Marine","Tutya & Korozyon","Cummins Marine Tutya & Korozyon Elemanı & Orijinal Servis Kiti (3911077)","6BTA / QSB / QSC / QSL Marin Common Rail Parçaları","Fleetguard 11077, Mann 11077, Donaldson 11077","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 3911077)"
3911078,"Cummins Marine","Ateşleme & Elektrik","Cummins Marine Ateşleme & Elektrik Elemanı & Orijinal Servis Kiti (3911078)","6BTA / QSB / QSC / QSL Marin Common Rail Parçaları","Fleetguard 11078, Mann 11078, Donaldson 11078","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 3911078)"
3911079,"Cummins Marine","Şanzıman & Redüksiyon","Cummins Marine Şanzıman & Redüksiyon Elemanı & Orijinal Servis Kiti (3911079)","6BTA / QSB / QSC / QSL Marin Common Rail Parçaları","Fleetguard 11079, Mann 11079, Donaldson 11079","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 3911079)"
3911080,"Cummins Marine","Yağlama & Filtre","Cummins Marine Yağlama & Filtre Elemanı & Orijinal Servis Kiti (3911080)","6BTA / QSB / QSC / QSL Marin Common Rail Parçaları","Fleetguard 11080, Mann 11080, Donaldson 11080","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 3911080)"
3911081,"Cummins Marine","Yakıt Filtrasyonu","Cummins Marine Yakıt Filtrasyonu Elemanı & Orijinal Servis Kiti (3911081)","6BTA / QSB / QSC / QSL Marin Common Rail Parçaları","Fleetguard 11081, Mann 11081, Donaldson 11081","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 3911081)"
3911082,"Cummins Marine","İmpeller & Soğutma","Cummins Marine İmpeller & Soğutma Elemanı & Orijinal Servis Kiti (3911082)","6BTA / QSB / QSC / QSL Marin Common Rail Parçaları","Fleetguard 11082, Mann 11082, Donaldson 11082","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 3911082)"
3911083,"Cummins Marine","Hava Emiş","Cummins Marine Hava Emiş Elemanı & Orijinal Servis Kiti (3911083)","6BTA / QSB / QSC / QSL Marin Common Rail Parçaları","Fleetguard 11083, Mann 11083, Donaldson 11083","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 3911083)"
3911084,"Cummins Marine","Termostat & Soğutma","Cummins Marine Termostat & Soğutma Elemanı & Orijinal Servis Kiti (3911084)","6BTA / QSB / QSC / QSL Marin Common Rail Parçaları","Fleetguard 11084, Mann 11084, Donaldson 11084","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 3911084)"
3911085,"Cummins Marine","Kayış & Kasnak","Cummins Marine Kayış & Kasnak Elemanı & Orijinal Servis Kiti (3911085)","6BTA / QSB / QSC / QSL Marin Common Rail Parçaları","Fleetguard 11085, Mann 11085, Donaldson 11085","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 3911085)"
3911086,"Cummins Marine","Sensör & Elektronik","Cummins Marine Sensör & Elektronik Elemanı & Orijinal Servis Kiti (3911086)","6BTA / QSB / QSC / QSL Marin Common Rail Parçaları","Fleetguard 11086, Mann 11086, Donaldson 11086","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 3911086)"
3911087,"Cummins Marine","Tutya & Korozyon","Cummins Marine Tutya & Korozyon Elemanı & Orijinal Servis Kiti (3911087)","6BTA / QSB / QSC / QSL Marin Common Rail Parçaları","Fleetguard 11087, Mann 11087, Donaldson 11087","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 3911087)"
3911088,"Cummins Marine","Ateşleme & Elektrik","Cummins Marine Ateşleme & Elektrik Elemanı & Orijinal Servis Kiti (3911088)","6BTA / QSB / QSC / QSL Marin Common Rail Parçaları","Fleetguard 11088, Mann 11088, Donaldson 11088","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 3911088)"
3911089,"Cummins Marine","Şanzıman & Redüksiyon","Cummins Marine Şanzıman & Redüksiyon Elemanı & Orijinal Servis Kiti (3911089)","6BTA / QSB / QSC / QSL Marin Common Rail Parçaları","Fleetguard 11089, Mann 11089, Donaldson 11089","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 3911089)"
3911090,"Cummins Marine","Yağlama & Filtre","Cummins Marine Yağlama & Filtre Elemanı & Orijinal Servis Kiti (3911090)","6BTA / QSB / QSC / QSL Marin Common Rail Parçaları","Fleetguard 11090, Mann 11090, Donaldson 11090","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 3911090)"
3918000,"Cummins Marine","Kayış & Kasnak","Cummins 6BTA 5.9 Marin Alternatör & Pompa Kayışı","Cummins 6BTA 5.9-M (210 - 370 HP)","Gates 8PK1440, Dayco 8PK1440","400 Saat / 2 Sezonda Bir","8 Kanallı Yüksek Sıcaklık EPDM Kayış"
3937736,"Cummins Marine","Yağlama & Filtre","Cummins 6BTA 5.9 / 6CTA 8.3 / QSB 5.9 / QSB 6.7 Yağ Filtresi","Cummins 6BTA5.9-M, 6CTA8.3-M, QSB5.9, QSB6.7, QSC8.3","Fleetguard LF3970 / LF3959, Mann W 950/18, Donaldson P558615, Baldwin B7030","200-250 Saat","Spin-on Metal Gövdeli Yüksek Debi Yağ Filtresi (1-1/8-16 Diş)"
3959612,"Cummins Marine","Yakıt Filtrasyonu","Cummins QSB / QSC / QSL Common Rail İkincil Yakıt Filtresi","Cummins QSB 5.9, QSB 6.7, QSC 8.3, QSL 9, QSM 11","Fleetguard FF5488 / FF5612, Mann WK 950/21, Donaldson P550881, Baldwin BF7815","250 Saat","2 Mikron Stratapore Medya Hassas Common Rail Yakıt Filtresi"
3973232,"Cummins Marine","İmpeller & Soğutma","Cummins QSB / QSC Ham Su Devridaim İmpeller Kiti","Cummins 6BTA, 6CTA, QSB 5.9, QSB 6.7, QSC 8.3 (Sherwood Pompalar)","Sherwood 17000K, Jabsco 17937-0001, Johnson 09-1028B, CEF 500130","250 Saat / Sezonluk","10 Bıçaklı Ağır Hizmet Neopren, Dişli Şaft, Çap: 65mm"
4088272,"Cummins Marine","Yağlama & Filtre","Cummins QSM 11 / QSL 9 / ISM Kombine Yağ Filtresi (Venturi)","Cummins QSM11-M, QSL9-M, ISM Marin Motorlar","Fleetguard LF9009, Mann W 11 102/4, Donaldson P559000, Baldwin BD7309","250 Saat","Kombine Tam Akış + By-Pass Venturi Diskli Ağır Hizmet Filtre"
4935205,"Cummins Marine","Yakıt Filtrasyonu","Cummins QSC 8.3 / QSL 9 / QSM 11 Common Rail Basınç Filtresi","Cummins QSC8.3, QSL9, QSM11","Fleetguard FF5612, Donaldson P550881, Baldwin BF7815","250 Saat","Stratapore 2 Mikron Hassas CR Yakıt Filtresi"
8692305,"Volvo Penta","Yağlama & Filtre","D3 Serisi & V6/V8 Marin Motor Yağ Filtresi Kartuşu (O-Ring Dahil)","Volvo Penta D3-110, D3-130, D3-160, D3-190, D3-200, D3-220, 4.3L, 5.0L, 5.7L","Mann HU 719/8 x, Mahle OX 370 D, Baldwin P7417, Fram CH9954, Sierra 18-8003, Hifi SO 7205","150-200 Saat veya Sezon Başı","Kağıt Kartuş Eleman, Dış Çap: 64mm, İç Çap: 31mm, Yükseklik: 104mm, Kapak Contası Dahil"
9700140,"Twin Disc","Şanzıman & Redüksiyon","Twin Disc MG5061 / MG5075 / MG5091 Marin Şanzıman Filtresi","Twin Disc MG-5061A, MG-5075A, MG-5091A","Donaldson P550388, Baldwin B7030, Fleetguard LF3883","500 Saat / Sezon Başı","Tam Akışlı Ağır Hizmet Şanzıman Filtresi"
13811010,"Solé Diesel","Yağlama & Filtre","Solé Diesel Mini-17 / Mini-29 / Mini-33 / Mini-44 Yağ Filtresi","Solé Diesel Mini-17, Mini-26, Mini-29, Mini-33, Mini-44, Mini-55 (Mitsubishi)","Mann W 68/1, Baldwin B1400, Donaldson P502015, Fleetguard LF3925","150-200 Saat / Sezonluk","Kompakt Spin-on Yağ Filtresi (M20x1.5 Diş)"
15241410,"Baudouin Marine","Yağlama & Filtre","Baudouin 6M26 / 8M26 / 12M26 Ağır Hizmet Yağ Filtresi","Baudouin 6M26, 8M26, 12M26, 6M33, 12M33 (450 - 1650 HP)","Mann W 11 102/34, Donaldson P550372, Baldwin B7685, Fleetguard LF667","300-500 Saat","Yüksek Kapasite Spin-on Yağ Filtresi (1-1/8-16 Diş)"
21139810,"Volvo Penta","Kayış & Kasnak","Volvo Penta D1 / D2 Alternatör V-Kayışı","Volvo Penta D1-13, D1-20, D1-30, D2-40, D2-55","Gates Marin 6265MC, Continental V-Belt","300 Saat / 2 Yılda 1","Aşınmaya ve Tuza Dayanıklı V-Kayış"
21151624,"Volvo Penta","Kuyruk & Şanzıman","Volvo Penta IPS 1 / IPS 2 Pod Drive Şanzıman Yağ Filtresi Kartuşu","Volvo Penta IPS 400, IPS 500, IPS 600, IPS 800, IPS 900 Sürücü Birimleri","Donaldson P550928, Baldwin BT9356, Mann WD 920","200 Saat / Yılda 1 Kez (75W-90 Sentetik Yağ Değişimi ile)","Yüksek Basınçlı Hidrolik Yönlendirme ve Kavrama Filtrasyonu"
21170563,"Volvo Penta","İmpeller & Soğutma","Volvo Penta D3 Ham Su Pompası İmpeller Kiti","Volvo Penta D3-110, D3-130, D3-160, D3-190, D3-200, D3-220","Johnson 09-810B-1, Jabsco 18653-0001, Sierra 18-3077","200 Saat veya Sezon Başı","10 Bıçaklı Neopren, Şaft Çapı: 12.7mm, Dış Çap: 51mm, Genişlik: 22mm"
21379797,"Volvo Penta","Filtreler","Volvo Penta D3 Eko Yağ Filtresi Kartuş Elemanı","Volvo Penta D3-110, D3-130, D3-160, D3-190, D3-200, D3-220","Mann HU 719/7 x, Mahle OX 345/7D, Bosch F026407005","200 Saat / Yılda 1 Kez","Metal İçermeyen Ekolojik Kağıt Filtre Elemanı, O-ring Dahil"
21379799,"Volvo Penta","Filtreler","Volvo Penta D3 Common Rail Yakıt Filtresi Kartuşu","Volvo Penta D3-110..220 Marin Dizel Motorlar","Mann PU 937 x, Mahle KX 208D, Donaldson P550882","200 Saat / Sezon Başı","Yüksek Basınç CR Filtrasyon Kartuşu"
21384074,"Volvo Penta","Kayış & Kasnak","Volvo Penta D3 Alternatör & Devridaim Poly-V Kayışı","Volvo Penta D3-110..220 EVC Motorlar","Gates 6PK, Dayco Marin Kayış","400 Saat / 2 Yılda 1 Kez","6 Kanallı EPDM Marin Tahrik Kayışı"
21384758,"Volvo Penta","Kayış & Kasnak","Volvo Penta D3 Deniz Suyu Pompası Tahrik Kayışı","Volvo Penta D3 Serisi Marin Motorlar","Gates Marin 4PK, Continental","400 Saat / 2 Yılda 1 Kez","4 Kanallı Yüksek Dayanımlı EPDM Kayış"
21405494,"Volvo Penta","Mekanik & Contalar","Volvo Penta D4 / D6 Isı Eşanjörü Temizleme Conta Kiti","Volvo Penta D4, D6 Marin Dizel Motorlar","Volvo Penta 21405494 Orijinal Kit","2 Yılda 1 Eşanjör Asit Temizliği ve Bakımında","Ön ve Arka Kapak O-ringleri, Tüp Demeti Sızdırmazlık Lastikleri"
21405495,"Volvo Penta","Mekanik & Contalar","Volvo Penta D4 / D6 Yağ Soğutucu Petek Conta Takımı","Volvo Penta D4, D6 Yağ Soğutma Modülü","Volvo Penta 21405495 Orijinal Kit","Yağ Soğutucu Revizyonunda","Isıya ve Yağa Dayanıklı Özel Kalıplı Profil Contalar"
21405496,"Volvo Penta","Mekanik & Contalar","Volvo Penta D4 / D6 Intercooler (Hava Soğutucu) Conta Kiti","Volvo Penta D4-260/300, D6-310/370/435 Turbo Aftercooler","Volvo Penta 21405496","Aftercooler Asit Yıkama Bakımında","Intercooler Gövde ve Tüp Petek Su Yalıtım Contaları"
21408351,"Volvo Penta","Kayış & Kasnak","Volvo Penta D4 / D6 Süperşarj Kompresör Tahrik Kayışı","Volvo Penta D4-260, D4-300, D6-310, D6-330, D6-370, D6-400, D6-435","Gates Micro-V 5PK, Dayco Kompresör Kayışı","400 Saat / Sezon Başı Gergi Kontrolü","Kompresör Manyetik Kavrama Yüksek Tork Kayışı"
21410633,"Volvo Penta","Kayış & Kasnak","Volvo Penta D4 / D6 Ham Deniz Suyu Pompası Tahrik Kayışı","Volvo Penta D4 ve D6 Serisi Tüm Modeller","Gates Marin Seri, Dayco Poly-V","400 Saat / Sezonluk","Ağır Hizmet Deniz Suyu Pompası Kanallı Kayış"
21426987,"Volvo Penta","Elektrik & Sensörler","Volvo Penta D4 / D6 Marin Alternatör 12V 115A (Mitsubishi Orijinal)","Volvo Penta D4-180..300, D6-280..435 12V Elektrik Sistemleri","Mitsubishi A003TR0093, Volvo 21426987, Arco 60115","1000 Saat Bakımı / Şarj Lambası Yandığında","12V 115A, Dahili Akıllı Voltaj Regülatörlü, Çift Yalıtımlı Marin Alternatör"
21426988,"Volvo Penta","Elektrik & Sensörler","Volvo Penta D4 / D6 Marin Alternatör 24V 80A (24V Tekne Sistemleri)","Volvo Penta D4 ve D6 24V Donanımlı Motoryatlar","Mitsubishi A004TR0094, Volvo 21426988","1000 Saat Bakımı","24V 80 Amper Ağır Hizmet Marin Şarj Dinamosu"
21468471,"Volvo Penta","İmpeller & Soğutma","Volvo Penta D4 / D6 Ham Deniz Suyu Pompası Kapak O-Ring Contası","Volvo Penta D4 ve D6 Ham Su Pompaları","Johnson Pump 01-42398","Her İmpeller Değişiminde Zorunlu","Tuzlu Su ve Isıya Dayanıklı Nitril Kauçuk (NBR)"
21492771,"Volvo Penta","İmpeller & Soğutma","Volvo Penta D8 Deniz Suyu Pompa İmpeller Kiti","Volvo Penta D8-550, D8-600, IPS700, IPS800","Johnson 09-814B, Jabsco 13554-0001","200 Saat / Sezon Başı","12 Kanatlı Neopren İmpeller, O-ring ve Çektirme Vidası Dahil"
21549542,"Volvo Penta","İmpeller & Soğutma","Volvo Penta D4 / D6 Termostat Kiti 82°C (Contalı)","Volvo Penta D4, D6 Marin Dizel Motorlar","Volvo Penta 21412639, Calorstat by Vernet","Hararet Dalgalanmasında / 2 Yılda 1 Kontrol","Açılma Sıcaklığı: 82°C, Marin Korozyon Dayanımlı Pirinç & Paslanmaz Çelik"
21632666,"Volvo Penta","İmpeller & Soğutma","Volvo Penta D4 / D6 Yüksek Sıcaklık Termostat Kiti 86°C","Volvo Penta D4-300, D6-370, D6-400, D6-435","Volvo Penta 3888324, Vernet Marin","2 Yılda 1 veya Hararet Arızasında","Açılma Sıcaklığı: 86°C, Tam Açılma: 96°C, O-ring Dahil"
21634021,"Volvo Penta","Elektrik & Sensörler","Volvo Penta D4 / D6 Common Rail Yakıt Kütük Basınç Sensörü (Rail Pressure)","Volvo Penta D4, D6, D8, D11 Common Rail Sistemleri","Bosch 0281002930, Volvo 21634021","Yakıt Basınç Alarmında / Tekleme Arızasında","2000 Bar Dayanımlı Piezoelektrik Common Rail Kütük Sensörü"
21634024,"Volvo Penta","Elektrik & Sensörler","Volvo Penta D4 / D6 Yüksek Basınç CP3 Pompası Yakıt Ölçüm Valfi (SCV/MPROP)","Volvo Penta D4-225..300, D6-310..435 Bosch CP3.3 Pompalar","Bosch 0928400666, Volvo 21634024","Rölanti Dalgalanması / Yüksek Basınç Düşmesinde","Darbe Genişlik Modülasyonlu (PWM) Yakıt Basınç Regülasyon Solenoidi"
21702661,"Volvo Penta","Filtreler","Volvo Penta D9 / D11 / D13 Silindirik Ağır Hizmet Marin Hava Filtresi","Volvo Penta D9, D11, D12, D13 (500HP - 1000HP)","Mann C 30 1500, Donaldson P785522, Baldwin RS4638, Fleetguard AF26103","400 Saat / Sezonluk Kontrol","Ağır Hizmet Silindirik Radial Seal Marin Hava Filtresi"
21702999,"Volvo Penta","Filtreler","Volvo Penta D4 / D6 Turbo Marin Hava Filtresi Elemanı","Volvo Penta D4-180..300, D6-280..435, IPS400, IPS500, IPS600","Mann C 33 920/3, Donaldson P633756, Baldwin CA5450, Wix 49112","200-400 Saat / Sezonluk Kontrol","Tuzlu Su Nemi & Yağ Buharı Dayanımlı Özel Marin Kağıt Eleman, Çelik Muhafazalı"
21707132,"Volvo Penta","Filtreler","Volvo Penta D9 / D11 / D13 Birincil Yakıt Ön Filtresi Kartuşu","Volvo Penta D9, D11, D13 Marin Dizel Motorlar","Mann WK 1060/1, Donaldson P550588, Baldwin BF7815","200-400 Saat / Yılda 1 Kez","10 Mikron Su Ayırıcı Ön Filtrasyon Kartuşu"
21707134,"Volvo Penta","Filtreler","Volvo Penta D8 / D9 / D11 / D13 İkincil Common Rail Yakıt Filtresi Kartuşu","Volvo Penta D8, D9, D11, D13 Marin Motorlar (Tier 3 / Tier 4)","Mann WK 10 002 z, Donaldson P550529, Baldwin BF7814, Fleetguard FF5507","200-400 Saat / Sezon Başı","3 Mikron Ağır Hizmet CR Enjeksiyon Koruma Filtresi"
21718912,"Volvo Penta","Filtreler","Volvo Penta D4 / D6 Ana Motor Yağ Filtresi (Spin-on)","Volvo Penta D4-180..300, D6-280..435, D4-225/260/300, D6-310/330/370/400/435, IPS400/500/600","Mann W 940/25, Baldwin B7030, Fleetguard LF16015, Donaldson P550388, Wix 51748","200 Saat / Her Sezon Başı (VDS-4.5 ile)","Geri Dönüş Çekvalfli, 25 Mikron Yüksek Debi Sentetik Elyaf, 3/4-16 Diş"
21718914,"Volvo Penta","Yakıt Filtrasyonu","D4 / D6 Su Ayırıcı Ön Yakıt Filtresi Kartuşu (30 Mikron)","Volvo Penta D4, D6, D8, D11, D13","Racor 2010PM-OR, Donaldson P552010, Baldwin PF7889-30, Fleetguard FS20103","200 Saat / Yılda 1 Kez","Türbin Tipi 30 Mikron Su ve Partikül Ayırıcı Eleman"
21752940,"Volvo Penta","Filtreler","Volvo Penta D8 / D11 / D13 Tam Akış (Full-Flow) Ana Motor Yağ Filtresi","Volvo Penta D8, D9, D11, D12, D13, D16 Marin Motorlar","Mann W 11 102/34, Donaldson P550425, Baldwin B7600, Fleetguard LF3970","200-400 Saat / Her Yağ Değişiminde (VDS-4.5 ile)","Ağır Hizmet 1 1/8-16 Diş, Genişletilmiş Filtrasyon Alanı, Sentetik Medya"
21752943,"Volvo Penta","Filtreler","Volvo Penta D8 / D11 / D13 By-Pass İnce Yağ Filtresi Kartuşu","Volvo Penta D8, D9, D11, D13 Marin Dizel Motorlar","Mann W 11 102/35, Donaldson P550758, Baldwin B7685, Fleetguard LF3654","200-400 Saat / Ana Yağ Filtresi ile Birlikte","Kurum ve Mikro Partikül Tutucu İnce By-Pass Filtre, 1 1/8-16 Diş"
21951354,"Volvo Penta","İmpeller & Soğutma","Volvo Penta D1 / D2 / MD2030 Yeni Tip İmpeller Kiti (Pimli)","Volvo Penta D1-20, D1-30, D2-40, D2-55","Johnson 09-1077B, Jabsco 22405-0001","200 Saat / Sezonluk","Pimli Geçmeli Neopren Marin İmpeller, Kapak Contası Dahil"
21951356,"Volvo Penta","İmpeller & Soğutma","Volvo Penta D4 / D6 Ham Su Pompası İmpeller Kiti (O-Ringli)","Volvo Penta D4-180..300, D6-280..435, D3 Yeni Seri, IPS400/500/600","Johnson 09-1027B-1, Jabsco 1210-0001, Sierra 18-3071, Orbitrade 15356, CEF 500107","200 Saat veya Her Sezon Başı","12 Bıçaklı Neopren, Şaft Çapı: 15.8mm (Spline), Dış Çap: 57mm, Genişlik: 31.5mm"
21951358,"Volvo Penta","İmpeller & Soğutma","Volvo Penta D9 / D11 / D13 Yeni Nesil Ham Su İmpeller Kiti (Spline Şaft)","Volvo Penta D9, D11, D13 (Johnson Bronz Deniz Pompası)","Johnson 09-812B-1, Jabsco 17938-0001","200-300 Saat / Sezon Başı","12 Bıçaklı Neopren, 95mm Çap, 63mm Genişlik, Conta Kiti Dahil"
21951360,"Volvo Penta","İmpeller & Soğutma","Volvo Penta D16 Ağır Hizmet Ticari Marin Ham Su İmpeller Kiti","Volvo Penta D16C, D16D, D16MH (650HP - 850HP)","Jabsco 17954-0001, Johnson 09-821B-1, CEF 500180","250-400 Saat / Sezon Başı","12 Bıçaklı Neopren, Spline Mil, Çap: 120mm, Genişlik: 102mm"
22030848,"Volvo Penta","Filtreler","Volvo Penta D4 / D6 İkincil Yakıt Filtresi Kartuşu (Common Rail)","Volvo Penta D4-225/260/300, D6-310/330/370/400/435, IPS400/500/600","Mann WK 820/18, Donaldson P550881, Baldwin BF7949, Fleetguard FF5794, Hengst E422KP D273","200 Saat / Yılda 1 Kez","5 Mikron Yüksek Basınç CR Filtrasyon, Dahili Su Tahliye Yuvası ve Sensör Soketi"
22030852,"Volvo Penta","Filtreler","Volvo Penta D8 İkiz Turbo Panel Marin Hava Filtresi","Volvo Penta D8-550, D8-600, IPS700, IPS800","Mann C 35 009, Donaldson P637841","400 Saat / Yılda 1 Kez","Çift Kademeli Nem Tutucu Panel Filtre Elemanı"
22479648,"Volvo Penta","Yağ & Sıvılar","Volvo Penta Tam Sentetik Marin Kuyruk & Şanzıman Yağı 75W-90 (1L)","Volvo Penta IPS 1/2/3, DPH, DPR, SX, DPS, Saildrive 130S/150S","API GL-5, SAE 75W-90 Tam Sentetik","200 Saat / Her Sezon Başı","Yüksek Basınç (EP) Aşırı Yük Dayanımlı Pod ve Kuyruk Şanzıman Sıvısı"
22536852,"Volvo Penta","Yağ & Sıvılar","Volvo Penta VDS-4.5 15W-40 Tam Sentetik Ağır Hizmet Marin Motor Yağı (5L)","Volvo Penta D1, D2, D3, D4, D6, D8, D9, D11, D13, D16 Tüm Marin Dizeller","API CK-4 / CJ-4 / CI-4 Plus, ACEA E9 / E7, Volvo VDS-4.5","200 Saat veya Yılda 1 Kez","Tuzlu su korozyonu ve yüksek kükürt dayanımlı orijinal marin motor yağı"
22567206,"Volvo Penta","Yağ & Sıvılar","Volvo Penta VCS Sarı Konsantre Marin Antifriz (5L)","Volvo Penta D4, D6, D8, D11, D13, D16 Marin Motorlar","Volvo VCS Concentrate OAT","4 Yılda 1 Kez (Saf Su ile %50-%50 Karışım)","-37°C Koruma Sağlayan Konsantre Organik Asit Teknolojisi (OAT)"
22567215,"Volvo Penta","Yağ & Sıvılar","Volvo Penta VCS Sarı Kullanıma Hazır Marin Antifriz & Soğutma Sıvısı (5L Ready-Mix)","Volvo Penta D3, D4, D6, D8, D11, D13 (Sarı Soğutma Sıvısı Kullanan Tüm Modeller)","Volvo Penta OAT VCS Yellow Organic Coolant","4 Yılda 1 Kez Tam Değişim","-25°C Donma Koruması, Alüminyum Eşanjör Korozyon ve Kavitasyon Önleyici"
23075393,"Volvo Penta","Mekanik & Contalar","Volvo Penta D4 / D6 Bosch Piezo Common Rail Dizel Enjektör (CRIN)","Volvo Penta D4-225/260/300, D6-310/370/435 (EVC-C, EVC-D, EVC-E)","Bosch 0445116030, Bosch 0986435389","1500-2000 Saat Test / Kalibrasyon","1600-1800 Bar Common Rail Piezo Enjektör, Bakır Pul ve O-ring Dahil"
23518526,"MTU Marine","Yağlama & Filtre","MTU Series 60 Marin Motor Yağ Filtresi","MTU Series 60 12.7L & 14.0L (DDC 60 Tabanlı)","Mann W 11 102/4, Donaldson P552100, Baldwin B495, Fleetguard LF3620","250 Saat / Sezon Başı","Tam Akışlı Spin-on Yağ Filtresi (1-1/2-12 Diş)"
23530573,"MTU Marine","İmpeller & Soğutma","MTU Series 2000 Ham Su Pompası İmpeller Kiti","MTU Series 2000 8V/10V/12V/16V Ham Su Pompaları","Jabsco 17954-0001, Johnson 09-819B, CEF 500160, Sherwood 27000K","300 Saat / Sezon Başı","12 Bıçaklı Neopren, Çap: 95mm, Genişlik: 63mm"
23530647,"MTU Marine","Yakıt Filtrasyonu","MTU Series 60 İkincil Yakıt Filtresi Kartuşu","MTU Series 60 Marin","Mann WK 950/16, Donaldson P556916, Baldwin BF5810, Fleetguard FF5207","250 Saat","2 Mikron Yüksek Basınç Spin-on Eleman"
23999553,"Volvo Penta","Yağ & Sıvılar","Volvo Penta VDS-4.5 15W-40 Tam Sentetik Marin Motor Yağı (20L Kova)","Volvo Penta D4, D6, D8, D11, D13 Çift Motorlu Yatlarda Toplu Bakım","Volvo VDS-4.5, API CK-4 Orijinal Dolum","200 Saat / Sezonluk Bakım","20 Litre Orijinal Ambalaj, Ağır Hizmet Common Rail Koruması"
26560201,"Perkins Marine","Yakıt Filtrasyonu","Perkins Sabre M92B / M130C / M216Ti / 4.236 Yakıt Filtresi","Perkins Sabre 4.108, 4.236, M92B, M130C, M185C, M216Ti, M300Ti","Mann WK 842/2, Donaldson P556245, Baldwin BF7674-D, Fleetguard FF5380","200 Saat / Sezonluk","Hızlı Geçme Soketli Çift Kademeli Dizel Filtresi"
